date,open,high,low,close,Volume ETH,Volume USDT
9/5/2018 0:00,285.18,287.62,227,228.53,528734.3196,136620124
9/6/2018 0:00,228.28,233.19,212,229.7,552996.8657,124860778.4
9/7/2018 0:00,229.73,234.69,213.5,215.22,398379.8174,88670418.82
9/8/2018 0:00,215.19,220.2,190.01,196.71,318859.849,65385376.79
9/9/2018 0:00,196.87,208.6,185.02,195.81,429255.0259,84861381.28
9/10/2018 0:00,196.13,203.42,187.1,197.15,418489.8666,81950595.02
9/11/2018 0:00,197.22,200.2,176.16,185.18,476745.7922,89920137.2
9/12/2018 0:00,185.14,185.22,167.32,183.12,504047.7917,88384821.01
9/13/2018 0:00,183.17,215,183.15,210.68,739503.3405,147281547.2
9/14/2018 0:00,210.91,224.2,202.6,208.82,833945.8257,177613712.1
9/15/2018 0:00,208.55,227.42,207.64,221.29,441046.5293,96594593.56
9/16/2018 0:00,221.62,223.5,208.1,220.17,425538.5771,92372399.96
9/17/2018 0:00,220.24,225,192.4,196.16,825020.7745,173019109.9
9/18/2018 0:00,196.25,215.47,193.47,208.17,584366.1501,118777847.6
9/19/2018 0:00,208.42,214.84,197.58,209.79,496100.4664,103133667.4
9/20/2018 0:00,209.79,226.68,205.56,224,573632.2424,121706784.8
9/21/2018 0:00,224,252.11,220.66,247.73,841029.1295,195225669.8
9/22/2018 0:00,247.67,255.13,232.7,241.01,423740.7403,102510891.9
9/23/2018 0:00,241.01,249.73,237,244.5,235214.1492,57084614.93
9/24/2018 0:00,244.54,246.2,225.3,228.06,350139.1505,82504630.52
9/25/2018 0:00,228.06,228.1,203.61,219.62,710650.7097,151991600.9
9/26/2018 0:00,219.5,223.6,207.5,214.42,613754.2774,132187818.9
9/27/2018 0:00,214.38,234,205.01,229.13,582274.4409,128104933.4
9/28/2018 0:00,229.1,234.42,215.53,221.84,618434.6249,139637602.1
9/29/2018 0:00,221.89,237.77,214.18,231.62,604000.9559,137238908.4
9/30/2018 0:00,231.62,239,226.5,232.94,432195.4408,100778882
10/1/2018 0:00,233.04,235.88,224.46,231.61,322900.4613,74363466.52
10/2/2018 0:00,231.62,232.51,223.37,225.69,401305.3271,91706335.34
10/3/2018 0:00,225.7,226.43,216.51,220.77,275609.2622,60784387.7
10/4/2018 0:00,220.67,227.16,219.49,222.66,158137.4297,35468959.26
10/5/2018 0:00,222.66,231.75,219.35,228.37,137730.3579,30900558.88
10/6/2018 0:00,228.36,228.86,223.15,225.4,100257.5697,22656352.82
10/7/2018 0:00,225.39,227.75,221.48,226.14,74733.67253,16774573.69
10/8/2018 0:00,226.26,232.7,224.21,230.01,210989.422,48017160.06
10/9/2018 0:00,230.01,231.02,226.56,228.4,100246.1843,22933859.79
10/10/2018 0:00,228.4,228.78,224.05,226.74,122748.2141,27773272.16
10/11/2018 0:00,226.7,226.91,189.01,191.58,497258.8287,101069066.8
10/12/2018 0:00,191.55,201.87,190.04,196.96,216448.3922,42627353.08
10/13/2018 0:00,196.96,202.78,196.27,201.3,107215.5262,21498264.31
10/14/2018 0:00,201.39,203.56,194.33,197.01,110554.1936,22180535.07
10/15/2018 0:00,196.84,239,194.6,214.39,973857.7477,212166629.6
10/16/2018 0:00,214.39,219.95,211.55,215.09,145980.0984,31315676.32
10/17/2018 0:00,215.2,216.99,210,212.85,153768.8502,32834161.52
10/18/2018 0:00,212.9,215.3,203.53,206.24,150229.601,31567845.72
10/19/2018 0:00,206.25,208,204.21,205,254660.4864,52458006.51
10/20/2018 0:00,205.1,209.69,203.57,207.91,62376.6968,12936322.34
10/21/2018 0:00,207.91,211.99,206.74,207.49,83277.36128,17462109.69
10/22/2018 0:00,207.46,209.3,205,206.67,206046.8996,42711588.92
10/23/2018 0:00,206.67,207.8,202.14,205.85,112753.0414,23146110
10/24/2018 0:00,205.85,207.95,204.73,205.35,97128.82698,20049428.2
10/25/2018 0:00,205.35,205.94,202.88,203.93,77411.57217,15820355.2
10/26/2018 0:00,203.84,209,203,204.92,91143.83291,18707018.78
10/27/2018 0:00,204.92,206.15,203.09,204.45,50235.68329,10280846.41
10/28/2018 0:00,204.45,205.94,203.62,204.99,44394.83357,9084565.92
10/29/2018 0:00,204.99,205.49,195.28,196.96,118281.8227,23671711.39
10/30/2018 0:00,196.95,198.6,195.91,197.27,83633.81463,16501372.86
10/31/2018 0:00,197.24,201.45,193.01,198.73,114739.7042,22632315.26
11/1/2018 0:00,198.7,200.95,197.88,199.96,86097.98629,17116621.54
11/2/2018 0:00,199.93,203.74,199.34,202.35,97123.22813,19559214.42
11/3/2018 0:00,202.31,202.69,198.59,200.31,72084.92932,14456528.38
11/4/2018 0:00,200.27,218.76,199,212.11,182534.6216,37959621.57
11/5/2018 0:00,212.13,213.39,207.62,210.66,141432.1406,29714567.41
11/6/2018 0:00,210.64,221.25,209.11,220.74,197797.4953,42534535.86
11/7/2018 0:00,220.77,224.8,217.01,219.07,204931.0342,45252424.09
11/8/2018 0:00,219.06,220.78,212.49,212.79,189828.4945,40931506.15
11/9/2018 0:00,212.79,215.51,209.1,210.77,152215.9469,32309082.2
11/10/2018 0:00,210.78,215.55,209.02,213.25,131384.4789,28019225.01
11/11/2018 0:00,213.27,213.99,209,212.54,136268.8116,28875079.88
11/12/2018 0:00,212.6,214.22,210.9,212.89,99963.97203,21271725.18
11/13/2018 0:00,212.91,213.8,209.2,209.84,114466.3671,24176049.61
11/14/2018 0:00,209.84,210.3,176.16,187.43,434676.1683,82531353.98
11/15/2018 0:00,187.43,190,170.99,184.35,452416.1078,81674273.89
11/16/2018 0:00,184.35,185,173,176.89,241710.3476,43450649.95
11/17/2018 0:00,176.93,177.91,173.94,176.2,144804.7099,25452515.64
11/18/2018 0:00,176.2,182.94,176.1,178.97,141736.3226,25261184.09
11/19/2018 0:00,179.04,179.33,146.47,150.81,596789.8392,94639227.03
11/20/2018 0:00,150.76,154.7,126.95,133.82,996552.2872,139191208.5
11/21/2018 0:00,133.68,142.01,127.15,138.23,718957.7855,97819681.49
11/22/2018 0:00,138.36,140.4,125.64,126.63,334674.0719,44837388.45
11/23/2018 0:00,126.58,128.9,118.56,125.02,504352.2439,62657024.05
11/24/2018 0:00,125,130.81,112.32,114.89,471321.5676,57264800.07
11/25/2018 0:00,114.83,122.35,102.95,118.67,836233.3125,93723314.12
11/26/2018 0:00,118.65,121.5,106.41,110.68,679477.3623,77209761.83
11/27/2018 0:00,110.66,114.31,102.36,111.43,524024.4062,56638056.01
11/28/2018 0:00,111.38,126.8,111.37,122.9,578552.7412,68485222.44
11/29/2018 0:00,122.88,124,114.78,117.98,478777.3961,57140533.57
11/30/2018 0:00,117.99,120.26,111.09,113.73,418593.6353,48362085.78
12/1/2018 0:00,113.71,120.8,111.35,118.1,330159.0674,38614493.63
12/2/2018 0:00,118.09,120.73,116,116.57,273657.6215,32184013.76
12/3/2018 0:00,116.63,116.96,106.7,108.76,324446.0332,36185196.19
12/4/2018 0:00,108.76,113.2,106,109.94,275321.0063,30365546.75
12/5/2018 0:00,109.92,110.58,102.38,102.71,354071.5324,37519336.07
12/6/2018 0:00,102.73,104.68,90.2,91,586138.5904,58114721.75
12/7/2018 0:00,91.18,96.9,82.07,93.05,1030073.585,90499447.34
12/8/2018 0:00,93.06,98,84.55,90.38,698217.1253,63224518.55
12/9/2018 0:00,90.39,98.7,88.63,93.26,520519.3602,48533111.85
12/10/2018 0:00,93.26,95.21,88.11,89.91,408573.0293,37180525.46
12/11/2018 0:00,89.88,91.65,85.83,87.76,339991.8425,30055007.22
12/12/2018 0:00,87.77,91.31,86.63,89.41,285436.0403,25500398.93
12/13/2018 0:00,89.39,90.71,84.71,86.34,331218.3008,29089359.83
12/14/2018 0:00,86.35,87.25,82.2,83.82,318003.7343,27041687.8
12/15/2018 0:00,83.82,85,81.79,83.76,217360.6578,18169124
12/16/2018 0:00,83.75,87.64,83.73,84.67,241366.7631,20783723.69
12/17/2018 0:00,84.68,97,84.4,94.02,472252.2339,42965553.42
12/18/2018 0:00,94.03,101.3,91.34,100.39,529946.7918,50202945.79
12/19/2018 0:00,100.39,107.55,97.75,98.74,827748.591,84862730.23
12/20/2018 0:00,98.73,116,97.88,114.05,859612.5721,93128082.55
12/21/2018 0:00,113.71,118,104.76,107.69,666048.7179,74510414.59
12/22/2018 0:00,107.67,115.5,105.38,115.2,405672.8312,44814571.61
12/23/2018 0:00,115.18,131.94,114.91,129.03,936094.1049,118250392.6
12/24/2018 0:00,129.03,157.67,128.8,138.03,1319609.817,190137361.1
12/25/2018 0:00,138.01,139.26,119.68,127.6,1076164.128,136600862
12/26/2018 0:00,127.61,135.32,122.51,129.35,794834.056,102196717.4
12/27/2018 0:00,129.35,131.09,111.22,113.8,752177.9011,90456912.89
12/28/2018 0:00,113.75,136.66,111.87,135.3,894454.1905,111865576.5
12/29/2018 0:00,135.3,145.42,128.5,132.89,1006654.498,136479145.9
12/30/2018 0:00,133,139,127.03,137.77,704259.4161,94804050.49
12/31/2018 0:00,137.81,138.66,128.7,131.45,484604.8396,64763118.12
1/1/2019 0:00,131.45,140.67,130,139.1,401776.888,54280385.6
1/2/2019 0:00,139.1,155.37,137.76,152.01,941486.3152,138801471.1
1/3/2019 0:00,152.01,153.64,143.11,146.3,708091.3171,104953535.2
1/4/2019 0:00,146.3,154.8,143.54,151.97,805248.9382,120827141.5
1/5/2019 0:00,152.08,159.26,151.2,152.83,773169.1374,120238339.8
1/6/2019 0:00,152.83,157.4,147.51,153.86,627908.4737,95681339.46
1/7/2019 0:00,153.89,155.48,147.86,149.34,424765.3026,64310962.92
1/8/2019 0:00,149.29,151.65,145.2,147.6,441661.0678,65535529.76
1/9/2019 0:00,147.62,151.5,146.77,148.1,299443.563,44673066.39
1/10/2019 0:00,148.11,149.45,121,124.95,871751.7504,114437025.3
1/11/2019 0:00,124.96,127.36,120.08,124.65,545293.9837,67782816.34
1/12/2019 0:00,124.67,126.19,122,123.35,300262.134,37295866.35
1/13/2019 0:00,123.35,124.25,111.87,114.16,422561.9678,49521201.28
1/14/2019 0:00,114.17,130.05,113.94,126.95,546420.4085,66801543.31
1/15/2019 0:00,126.95,129.4,116,118.95,649020.5297,79985529.56
1/16/2019 0:00,118.93,126.88,118.52,121.48,513486.6547,62314226
1/17/2019 0:00,121.49,122.99,116.8,121.54,447535.2272,53854069.21
1/18/2019 0:00,121.56,121.98,117.66,119.17,235646.684,28305971.67
1/19/2019 0:00,119.16,125.29,119.14,122.6,323303.793,39715159.16
1/20/2019 0:00,122.61,123.32,115.68,117.47,451792.8535,53833668.91
1/21/2019 0:00,117.56,118.5,113.61,115.63,303632.9346,35258073.43
1/22/2019 0:00,115.62,119.49,111.39,117.81,359542.6387,41777737.47
1/23/2019 0:00,117.8,118.95,114.8,116.44,230247.6158,26975386.39
1/24/2019 0:00,116.4,117.15,113.61,116.39,216242.2983,25044265.75
1/25/2019 0:00,116.4,117.5,114.3,115.11,198617.0811,22977175.95
1/26/2019 0:00,115.13,118,115,115.34,146216.8282,16978386.2
1/27/2019 0:00,115.32,116.15,111.04,112.05,247369.6056,28158012.73
1/28/2019 0:00,112.04,112.87,100.91,105.5,566205.7829,60050129.39
1/29/2019 0:00,105.49,106.61,102.22,104.45,319768.9135,33427469.35
1/30/2019 0:00,104.41,109.8,103.45,108.29,330968.1927,35368520.14
1/31/2019 0:00,108.29,110.61,105.46,106.44,290679.6194,31234353.52
2/1/2019 0:00,106.47,108.35,103.77,106.73,243149.8844,25791535.15
2/2/2019 0:00,106.71,111.15,106.07,110.42,186908.7573,20153872.3
2/3/2019 0:00,110.41,111.11,105.82,107.36,227211.5406,24605892.29
2/4/2019 0:00,107.33,109.3,106.57,107.68,160850.1029,17312736.6
2/5/2019 0:00,107.65,108.18,106.47,107.27,159730.1886,17137008.25
2/6/2019 0:00,107.28,107.83,101.21,104.5,337204.3025,34984364.3
2/7/2019 0:00,104.49,106.18,103.82,104.48,147942.0768,15530160.65
2/8/2019 0:00,104.48,123,103.41,119.25,589950.6493,67027886.94
2/9/2019 0:00,119.32,121.99,117.64,119.19,328067.9574,39061582.39
2/10/2019 0:00,119.19,126.49,115.81,125.12,385819.0962,45929459.13
2/11/2019 0:00,125.12,125.28,119.24,120.89,389405.304,47197595.85
2/12/2019 0:00,120.88,123.89,118.18,122.41,343765.6699,41603632.81
2/13/2019 0:00,122.4,126.47,120.7,121.86,317827.3196,39073077.84
2/14/2019 0:00,121.86,124.5,120.1,120.42,297205.7874,36278326.08
2/15/2019 0:00,120.47,124.25,120.19,121.67,255296.0814,31111280.21
2/16/2019 0:00,121.66,124.99,121.54,122.67,215320.7013,26462034.61
2/17/2019 0:00,122.67,135.61,122.43,133.75,614788.6008,78958054.96
2/18/2019 0:00,133.77,148.3,132.42,145.69,1079830.15,152756654.7
2/19/2019 0:00,145.69,150,142.36,143.44,747968.9045,109645050.5
2/20/2019 0:00,143.45,149.52,139.6,148.44,614303.6101,89136482.37
2/21/2019 0:00,148.42,149.61,142.7,145.69,447364.4087,65199779.51
2/22/2019 0:00,145.68,148.85,143.85,147.36,366251.1854,53771600.8
2/23/2019 0:00,147.4,159.6,145.78,157.79,588183.729,89997516.92
2/24/2019 0:00,157.75,166,131.7,132.1,1260506.807,186688063.4
2/25/2019 0:00,132.1,141.55,131.89,137.87,801147.0954,110348893
2/26/2019 0:00,137.88,138.41,133.72,136.22,432944.1703,58979934.72
2/27/2019 0:00,136.22,140.29,126.84,135.02,567202.6104,76519497.91
2/28/2019 0:00,135.03,139,132.1,135.34,579327.3175,78861797.56
3/1/2019 0:00,135.32,137.95,134.9,135.32,302632.0283,41198722.58
3/2/2019 0:00,135.32,136.12,130.03,132.56,297005.2809,39467507.69
3/3/2019 0:00,132.54,134.6,128.01,130.6,222453.2859,29447917.24
3/4/2019 0:00,130.6,131.11,122.6,125.65,403947.7945,51060349.77
3/5/2019 0:00,125.68,137.84,125.19,136.72,512631.2318,67740644.33
3/6/2019 0:00,136.71,140.29,133.33,137.4,428826.8742,58701328.65
3/7/2019 0:00,137.37,140.2,135.2,136.81,307336.4931,42271691.24
3/8/2019 0:00,136.82,139.34,130.62,133.52,330283.5823,44879637.39
3/9/2019 0:00,133.51,138.65,132.93,137.27,279861.1205,38220614.01
3/10/2019 0:00,137.27,137.5,134,135.37,203965.1682,27650702.38
3/11/2019 0:00,135.37,136.15,131,132.67,264587.0068,35285847.75
3/12/2019 0:00,132.67,135.3,130.77,133.57,194905.9684,25981446.1
3/13/2019 0:00,133.62,133.65,130.58,131.65,209456.0985,27670734.43
3/14/2019 0:00,131.69,135.11,128.52,132.2,258413.8187,34099414.81
3/15/2019 0:00,132.24,137.62,132.18,136.56,295832.2656,39928522.34
3/16/2019 0:00,136.6,144.47,136.51,140.92,474664.102,66878173.45
3/17/2019 0:00,140.94,141.07,137.2,138.67,252697.0815,35051209.93
3/18/2019 0:00,138.67,142.01,136.1,137.59,281718.962,39017864.92
3/19/2019 0:00,137.62,139.38,136.97,138.55,218577.4521,30175322.08
3/20/2019 0:00,138.56,139.66,136.01,139.01,222883.5175,30757997.81
3/21/2019 0:00,139.04,139.55,131.21,134.85,312531.3937,42635937.49
3/22/2019 0:00,134.85,137.2,134.29,135.98,186119.7475,25309122.73
3/23/2019 0:00,135.92,138.21,135.6,137.28,174710.4306,23922572.36
3/24/2019 0:00,137.28,137.37,134.75,136.09,198490.4512,27042322.7
3/25/2019 0:00,136.12,136.83,131.6,133.98,230880.285,31082445.59
3/26/2019 0:00,133.97,134.74,132.27,134.18,183139.1143,24490323.06
3/27/2019 0:00,134.14,140.14,133.84,139.45,317167.4533,43635238.43
3/28/2019 0:00,139.46,139.57,137.3,137.86,163185.6991,22543474.61
3/29/2019 0:00,137.85,143.6,137.62,143.25,235853.0454,33098245.96
3/30/2019 0:00,143.25,145.89,140.06,142.46,254798.7007,36382647.23
3/31/2019 0:00,142.44,142.5,140.42,141.38,142469.2117,20131931.7
4/1/2019 0:00,141.41,143.08,139.57,141.24,234310.1916,33234998.64
4/2/2019 0:00,141.24,165.6,141,163.31,906868.8586,138094679.3
4/3/2019 0:00,163.26,177.81,149.23,159.96,1345344.538,225523896.2
4/4/2019 0:00,159.96,164,152.8,157.36,686080.9525,109082183.6
4/5/2019 0:00,157.33,167.83,155.94,164.77,516070.3455,84123101.33
4/6/2019 0:00,164.84,172.77,159.2,165.5,528168.333,87657058.11
4/7/2019 0:00,165.56,175.43,164.06,174.21,465507.525,78876773.3
4/8/2019 0:00,174.29,185.87,170.9,178.72,873410.0729,156417981.3
4/9/2019 0:00,178.71,179.17,171.05,174.6,431986.3611,75745619.57
4/10/2019 0:00,174.58,183.77,168,177.12,523943.205,93283836.59
4/11/2019 0:00,177.12,177.48,158.27,164.07,661305.3032,110201660
4/12/2019 0:00,164.06,166.5,158.11,163.19,316337.8782,51556919.15
4/13/2019 0:00,163.2,165.37,160.74,162.99,179237.7457,29247030.15
4/14/2019 0:00,162.99,168.11,161.2,167.23,186977.6621,30640985.06
4/15/2019 0:00,167.21,168.81,155.7,159.95,351548.9079,57215098.11
4/16/2019 0:00,159.91,166.73,159.41,165.37,240370.5044,39245823.49
4/17/2019 0:00,165.41,167.28,163.78,165.75,227841.5498,37678036.6
4/18/2019 0:00,165.75,175.2,165.04,173.33,396118.9441,68031293.23
4/19/2019 0:00,173.34,173.55,168.59,172.64,320541.7217,54991300.11
4/20/2019 0:00,172.66,176.97,169.87,172.88,253596.4841,43939979.02
4/21/2019 0:00,172.89,173.48,164.82,168.59,283450.4394,47781349.4
4/22/2019 0:00,168.59,172.3,167,170.52,269868.3988,45832751.06
4/23/2019 0:00,170.52,175.83,167.78,169.16,363523.3453,62784241.17
4/24/2019 0:00,169.15,169.87,159.26,164.78,426497.0415,70076178.28
4/25/2019 0:00,164.78,165.49,150.35,154.72,422657.0324,67326464.65
4/26/2019 0:00,154.7,162.56,151.4,157.95,500355.8628,78334214.87
4/27/2019 0:00,157.93,166.24,156.35,159.31,215918.6384,34294278
4/28/2019 0:00,159.32,160.24,156.92,157.85,152976.3018,24304182.14
4/29/2019 0:00,157.86,159.05,152,155.11,243591.949,37892463.29
4/30/2019 0:00,155.14,162.89,155.11,161.83,305056.2465,48352308.35
5/1/2019 0:00,161.85,163.88,158.36,160.19,192517.6276,30965351.7
5/2/2019 0:00,160.2,163.48,158.5,161.81,289519.0203,46716417.01
5/3/2019 0:00,161.82,170.86,160.99,168.06,416357.5212,69185162.6
5/4/2019 0:00,168.1,171.3,159.76,163.7,312928.5835,51596174.4
5/5/2019 0:00,163.71,165.36,159.18,163.05,176029.1045,28659516.79
5/6/2019 0:00,163.05,178.05,157.55,173,506528.1428,86112232.48
5/7/2019 0:00,172.98,182.76,167.89,169.18,732496.8786,129206700.1
5/8/2019 0:00,169.07,173.17,164.8,170.85,296410.761,50307994.58
5/9/2019 0:00,170.88,173.88,166.57,170.9,284663.9946,48482365.54
5/10/2019 0:00,170.96,176.7,168.46,172.91,425543.7402,73717438.65
5/11/2019 0:00,172.92,205.23,172.92,190.2,885292.3839,167180496.8
5/12/2019 0:00,190.2,204.32,181,188.11,823372.2815,157611011.7
5/13/2019 0:00,188.07,206.87,185.32,195.84,669265.4652,131102303.1
5/14/2019 0:00,195.83,219.81,194.19,216.4,864211.006,179717430.3
5/15/2019 0:00,216.4,250.27,216.21,248.1,574697.2993,135054369.6
5/16/2019 0:00,248.06,279.76,241.76,264.25,1733360.894,452410350.1
5/17/2019 0:00,264.35,268.74,223.43,244.3,1529892.569,366429299.2
5/18/2019 0:00,244.31,248,230.62,233.6,673218.0998,160450040.8
5/19/2019 0:00,233.57,264,231.77,259.51,823859.0634,207383027.8
5/20/2019 0:00,259.37,259.49,238,250.37,666889.8224,165783106.1
5/21/2019 0:00,250.48,262,246.06,253.43,580249.6975,146749988.3
5/22/2019 0:00,253.35,260.18,239.63,243.64,592848.9561,149006735.6
5/23/2019 0:00,243.68,247.34,231.1,244.56,600193.8937,144051488.9
5/24/2019 0:00,244.63,254.35,241.54,248.87,447066.926,111294049.4
5/25/2019 0:00,248.84,257.33,247.22,250.22,332544.3873,83665127.84
5/26/2019 0:00,250.17,269.4,245.11,264.45,450090.2232,115089467.8
5/27/2019 0:00,264.35,279.59,260,270.53,635463.502,170250734.9
5/28/2019 0:00,270.7,275.95,264.45,271.03,409443.6936,110617403.7
5/29/2019 0:00,271.08,274.04,260.05,268.83,383412.4577,102868997.4
5/30/2019 0:00,268.92,288.62,240.14,254.56,1066279.494,289930479.4
5/31/2019 0:00,254.59,268.72,245.21,267.9,602153.8724,154783065.8
6/1/2019 0:00,267.9,275.5,260.68,264.33,455676.9861,121851235.8
6/2/2019 0:00,264.33,273.2,263.2,268.88,301536.1506,80960737.41
6/3/2019 0:00,268.87,270,248,249.91,397360.6528,103602836.7
6/4/2019 0:00,250.02,251.67,234.39,241.39,633822.7125,154709331.3
6/5/2019 0:00,241.46,250.41,237.37,245.63,335953.3793,81839286.62
6/6/2019 0:00,245.62,250.66,235.01,248.76,297579.1473,72417630
6/7/2019 0:00,248.77,253.28,243.46,248.77,353378.6568,87644279.25
6/8/2019 0:00,248.78,250.53,240.37,243.25,188448.2775,46293916.79
6/9/2019 0:00,243.33,244.53,226.56,230.98,316931.8564,74594101.42
6/10/2019 0:00,231.02,247.45,227.03,246.51,314662.5264,75090336.66
6/11/2019 0:00,246.61,247.8,236.49,244.29,237508.428,57549753.74
6/12/2019 0:00,244.36,261.87,242.2,261.15,336499.3016,84660448.57
6/13/2019 0:00,261.13,262.98,253.69,254.67,291757.2164,75447391.04
6/14/2019 0:00,254.67,264.26,251.75,262.47,327383.2824,84045849.54
6/15/2019 0:00,262.48,272.27,260.61,267.82,286594.9803,76053046.55
6/16/2019 0:00,267.78,277.06,263.31,267.73,458176.5424,123848161.5
6/17/2019 0:00,267.73,276,266.81,273.16,339277.6671,91807270.71
6/18/2019 0:00,273.14,273.58,261.45,264.66,319941.5516,85335852.93
6/19/2019 0:00,264.68,270,263.59,268.14,208375.6838,55665919.15
6/20/2019 0:00,268.16,273.63,265.71,271.22,200717.7737,53998507.96
6/21/2019 0:00,271.27,295.94,271.22,294.35,519818.0691,148641528.5
6/22/2019 0:00,294.25,314.39,289.69,310.79,726254.6706,222036096.3
6/23/2019 0:00,310.7,321.7,305.58,308.52,418812.0275,131252843.5
6/24/2019 0:00,308.42,314.41,298,311.64,352791.2696,108439071.6
6/25/2019 0:00,311.65,318.99,307,318.26,345559.6505,108143161.2
6/26/2019 0:00,318.29,366.8,315.57,339.39,1008551.287,341534154.5
6/27/2019 0:00,339.53,347,280.01,298.35,1016826.449,315174509.7
6/28/2019 0:00,298.35,313.58,295.22,311.05,529174.4772,161838706.8
6/29/2019 0:00,310.95,324.74,295.18,317.62,425555.1626,130425514.1
6/30/2019 0:00,317.64,323.5,290.12,292.7,489028.5684,149527443.6
7/1/2019 0:00,292.89,303.49,280.13,295.07,489769.2742,142871936.8
7/2/2019 0:00,295.03,297.57,272.65,291.48,493772.9658,140020251.9
7/3/2019 0:00,291.47,302.89,285,301.14,370521.9664,109262202.2
7/4/2019 0:00,301.11,302.74,280.53,282.73,270791.3688,79507234.74
7/5/2019 0:00,282.86,294.89,280.78,287.47,261139.2834,75165110.7
7/6/2019 0:00,287.32,296.71,285.28,288.29,196064.6471,57137782.6
7/7/2019 0:00,288.29,309.69,284.25,304.72,246111.366,73170809.76
7/8/2019 0:00,304.72,313.74,300.78,311.97,289607.3418,88890021.75
7/9/2019 0:00,311.96,318.19,302.69,307.46,309447.3493,96199378.54
7/10/2019 0:00,307.46,314.18,281.04,289.23,457080.9406,135779813.6
7/11/2019 0:00,289.23,289.23,262.12,268.63,501592.7521,136450969.7
7/12/2019 0:00,268.67,278.99,266.21,274.62,266734.5421,72743548.04
7/13/2019 0:00,274.53,275.04,262.2,268.79,205959.2685,55323572.09
7/14/2019 0:00,268.8,269.74,222.81,225.85,540052.5842,130785859
7/15/2019 0:00,225.83,235.58,203.08,228.2,715991.2069,159784811.6
7/16/2019 0:00,228.2,234.5,192.25,198.88,715604.832,151473621.7
7/17/2019 0:00,198.94,219.86,191.84,210.81,694854.1013,143020072
7/18/2019 0:00,210.8,229.65,205.71,225.73,609081.4909,132637638.8
7/19/2019 0:00,225.75,226.23,212.52,220.73,371622.2187,81600507.57
7/20/2019 0:00,220.84,235.09,219.78,228.2,325393.9723,74182517.24
7/21/2019 0:00,228.25,229.66,216.99,225.38,270046.1519,60421739.05
7/22/2019 0:00,225.49,228.34,212.25,217.51,271310.4045,59602149.04
7/23/2019 0:00,217.59,219.55,208.36,212.48,317876.4824,67930201.67
7/24/2019 0:00,212.55,218.28,202,216.31,331162.6484,69281797.02
7/25/2019 0:00,216.31,225.12,215.23,219.14,280370.2963,62017449.36
7/26/2019 0:00,219.14,220,212.71,218.81,197781.9865,42839496.54
7/27/2019 0:00,218.81,223.3,203,207.3,301209.4111,63931823.16
7/28/2019 0:00,207.3,213.52,198.24,211.62,218801.1669,45414505.79
7/29/2019 0:00,211.58,215.83,206.59,210.89,226941.28,47853275.13
7/30/2019 0:00,210.84,214.36,204.4,209.58,222683.7939,46627086.48
7/31/2019 0:00,209.57,218.79,209.2,218.42,207213.5566,44416634.9
8/1/2019 0:00,218.42,219.39,210.54,216.84,186806.1884,40054998.68
8/2/2019 0:00,216.8,222.18,214.31,217.61,206867.0304,45116694.86
8/3/2019 0:00,217.69,224.51,216.62,222.14,181591.953,40285734.53
8/4/2019 0:00,222.14,223.34,216.9,221.79,135622.0258,29836777.69
8/5/2019 0:00,221.79,236.25,221.79,233.54,307956.2721,70962003.84
8/6/2019 0:00,233.53,239.15,223.03,226.28,341279.0816,78590684.02
8/7/2019 0:00,226.31,231.25,220.95,226.1,279104.7037,63135096.49
8/8/2019 0:00,226.11,228.5,215.51,221.39,236886.3542,52730777.07
8/9/2019 0:00,221.38,221.79,207.3,210.53,232062.1276,49415315.75
8/10/2019 0:00,210.52,215,202.6,206.48,252614.0239,52534644.57
8/11/2019 0:00,206.48,216.94,206.14,216.42,188474.0905,39875149.55
8/12/2019 0:00,216.41,216.81,209.75,211.41,122760.9462,26091487.96
8/13/2019 0:00,211.58,214.3,204,209.3,166922.482,34861802.4
8/14/2019 0:00,209.31,209.9,183.49,187.1,325228.9893,63597043.19
8/15/2019 0:00,187.08,189.95,181.23,188.03,237953.0943,44183760.71
8/16/2019 0:00,187.98,188.39,178.04,184.88,282177.0158,51945182.47
8/17/2019 0:00,184.83,187,181.83,185.59,138799.6151,25599796.9
8/18/2019 0:00,185.67,197.91,183.35,194.33,175363.5062,33655229.09
8/19/2019 0:00,194.32,203.59,192.7,202.28,239541.5978,47675347.06
8/20/2019 0:00,202.24,202.75,194.45,196.6,189297.7549,37412398.98
8/21/2019 0:00,196.55,197.2,179.53,187.45,284973.6419,53434048.95
8/22/2019 0:00,187.45,195.14,182.8,190.35,245575.9877,46426395.05
8/23/2019 0:00,190.36,196.19,188.16,194.02,192548.5155,37022930.57
8/24/2019 0:00,194.02,194.09,185.63,190.6,167806.3429,31786227.86
8/25/2019 0:00,190.6,192.4,182.8,186.54,169862.9152,31935951.29
8/26/2019 0:00,186.54,193.7,186,188.67,254397.7947,48298621.32
8/27/2019 0:00,188.61,189.49,184.75,187.24,157898.563,29513243.5
8/28/2019 0:00,187.3,188.25,166.48,173.03,334480.6176,59498959.97
8/29/2019 0:00,173.03,173.5,163.61,169.01,295241.216,49838097.17
8/30/2019 0:00,169.03,170.77,165.55,168.5,238616.6887,40216956.6
8/31/2019 0:00,168.48,174.98,165.63,171.57,194999.1958,32983642.84
9/1/2019 0:00,171.52,173.42,167.61,170.74,191140.5237,32627380.93
9/2/2019 0:00,170.73,181,170.02,178.05,294627.3125,51446380.45
