Date,Open,High,Low,Adj Close,Volume,RSI,EMA_short,EMA_long
2015-04-09,244.75100708007812,246.1179962158203,239.39999389648438,243.67599487304688,21643500,41.70266104611345,253.71558255425546,251.95328048706054
2015-04-10,243.69400024414062,243.69400024414062,232.77099609375,236.07200622558594,28882000,37.64914110428287,252.03524195152505,251.6387998086155
2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,16365200,38.05635672234893,250.56064766596313,251.34005133622955
2015-04-12,236.53500366210938,237.72799682617188,233.4949951171875,236.1529998779297,12387900,37.83627127709925,249.18849073376947,251.03931764398598
2015-04-13,235.9499969482422,236.93499755859375,221.99600219726562,224.58700561523438,31181800,32.07518561259586,246.84549215105181,250.5155094850008
2015-04-14,224.75900268554688,224.9759979248047,216.322998046875,219.15899658203125,31719000,29.794073162352355,244.20868304924034,249.89458843741724
2015-04-15,219.072998046875,223.83299255371094,218.6490020751953,223.83299255371094,22562000,34.116850483322004,242.26814109728514,249.3785172317993
2015-04-16,223.91700744628906,229.6719970703125,223.91700744628906,228.572998046875,24805400,38.248204500869406,240.96384175915085,248.9665267528899
2015-04-17,228.5749969482422,228.906005859375,221.94200134277344,222.8820037841797,20429800,35.39317798882047,239.24176195201076,248.4500015455887
2015-04-18,222.85299682617188,224.3159942626953,220.87600708007812,223.3560028076172,12939000,35.82068837472794,237.72883250968758,247.95309067949023
2015-04-19,223.45599365234375,226.35299682617188,222.3730010986328,222.60000610351562,15021500,35.42016802492958,236.28799189957599,247.45104940075805
2015-04-20,222.61199951171875,226.3509979248047,221.9770050048828,224.62600708007812,18364700,37.429013956713426,235.17732667867142,246.99906836470498
2015-04-21,224.6199951171875,235.2689971923828,224.30099487304688,235.2689971923828,24978000,46.751729941626785,235.1860572037868,246.7667897276293
2015-04-22,235.6020050048828,237.90899658203125,233.4759979248047,234.17599487304688,23847900,45.99763572086151,235.08986079133535,246.5174670572415
2015-04-23,234.05299377441406,236.47500610351562,233.19900512695312,236.46200561523438,17036000,47.88146077444032,235.2205412507543,246.31834900888492
2015-04-24,235.97000122070312,236.30499267578125,229.93299865722656,231.26800537109375,21448700,44.13359505467209,234.8441092622152,246.020322402196
2015-04-25,231.23500061035156,232.56100463867188,226.33700561523438,226.38999938964844,13957200,40.91131243363224,234.03895594101834,245.63160313462078
2015-04-26,226.41000366210938,226.94400024414062,214.87399291992188,219.42999267578125,28943700,36.803471126347574,232.64762610623387,245.1127593631586
2015-04-27,219.4290008544922,233.30499267578125,218.0229949951172,229.28599548339844,38574000,45.158266260453715,232.32747080882098,244.79935809821285
2015-04-28,228.968994140625,229.4949951171875,223.06900024414062,225.85499572753906,21469200,43.03619697820893,231.71104461060366,244.42422220968464
2015-04-29,225.59100341796875,227.0399932861328,223.42999267578125,225.80799865722656,18936500,43.006537050037394,231.14884975790108,244.05558411953697
2015-04-30,225.6929931640625,239.56300354003906,224.9929962158203,236.14500427246094,33818600,50.96973700255386,231.62467399738296,243.8989389740503
2015-05-01,235.93899536132812,238.96600341796875,232.07899475097656,232.07899475097656,18815300,48.135322734097905,231.66794264058234,243.66488067260332
2015-05-02,232.34100341796875,235.7270050048828,232.34100341796875,234.92999267578125,12535500,50.2152079301081,231.97861407250605,243.49191259345832
2015-05-03,234.8800048828125,243.24000549316406,234.08299255371094,240.35800170898438,18494100,53.97984123869474,232.7766509902659,243.4298549521816
2015-05-04,240.3560028076172,242.63800048828125,237.80999755859375,239.01800537109375,21223400,52.92135979049581,233.37106569320187,243.34249159414028
2015-05-05,238.8520050048828,239.20399475097656,232.0540008544922,236.12100219726562,23929100,50.62203748847114,233.6329644078746,243.19949180410316
2015-05-06,236.24899291992188,236.45399475097656,229.2310028076172,229.78199768066406,29587200,45.94234486548392,233.2662056719498,242.93379885116377
2015-05-07,229.66200256347656,239.10499572753906,228.572998046875,237.33399963378906,29064400,51.64789291709708,233.6536146206964,242.82291173794843
2015-05-08,237.20399475097656,246.27499389648438,236.2740020751953,243.86300659179688,27445500,55.95409099195264,234.6259376655631,242.8435076756484
2015-05-09,243.7689971923828,247.8040008544922,239.63900756835938,241.83200073242188,19790500,54.341091524855,235.3122293862163,242.82347783518844
2015-05-10,241.72900390625,244.0679931640625,238.8489990234375,240.29600524902344,15019100,53.100739572141954,235.78687470648367,242.77342887308615
2015-05-11,240.2989959716797,244.27000427246094,239.37600708007812,242.1580047607422,20892300,54.45109279871616,236.39364899736543,242.7612422570001
2015-05-12,242.14500427246094,242.88099670410156,240.0989990234375,241.11199951171875,19282600,53.523529280069056,236.84301571301813,242.7285839848163
2015-05-13,241.3979949951172,243.70399475097656,235.0449981689453,236.3769989013672,27180100,49.43887731655735,236.79863315952755,242.6028100227678
2015-05-14,236.21400451660156,237.7989959716797,234.0570068359375,236.9290008544922,24413700,49.91628635575798,236.81104913047656,242.49045736597026
2015-05-15,236.9550018310547,238.7530059814453,236.7949981689453,237.60499572753906,16329400,50.52918548031257,236.88666309210157,242.39371555134787
2015-05-16,237.6439971923828,237.69700622558594,235.2949981689453,236.1529998779297,11089700,49.14511554839822,236.81679040503758,242.27013702316137
2015-05-17,236.00999450683594,238.02499389648438,236.00999450683594,236.802001953125,11134300,49.803580121154994,236.8153819810459,242.1618571207844
2015-05-18,236.88699340820312,237.2100067138672,232.4600067138672,233.1280059814453,16780300,46.17712392880561,236.4642033144173,241.98296897941134
2015-05-19,233.03700256347656,234.1510009765625,231.81700134277344,231.94700622558594,14241900,45.04741616447139,236.03399406786193,241.78423704369203
2015-05-20,231.88999938964844,234.68299865722656,231.8419952392578,234.01800537109375,15499400,47.462339236475074,235.84199514436017,241.630450277898
